시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
중동사랑시장(부천중동시장),상설장,경기도 부천시 원미구 부흥로200번길 25,경기도 부천시 원미구 중동 724,매일,37.4949752884,126.7645790754,102,농산물+가공식품,,,Y,Y,1995,070-737-7171,2024-07-22,B553077,소상공인시장진흥공단
돌고래시장,상설장,경기도 성남시 분당구 내정로174번길 42 파크타운서안아파트,경기도 성남시 분당구 수내동 53,매일,37.3715307492,127.1221683125,141,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+학원,,,Y,Y,1993,031-786-0704,2024-07-22,B553077,소상공인시장진흥공단
코끼리시장,상설장,경기도 성남시 분당구 내정로 166번길 7-6,경기도 성남시 분당구 수내동 56,매일,37.3731116769,127.1204218482,108,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+학원,,,Y,Y,1996,031-7713-1071,2024-07-22,B553077,소상공인시장진흥공단
분당종합시장,상설장,경기도 성남시 분당구 돌마로 366번길 42,경기도 성남시 분당구 수내동 83,매일,37.3671802835,127.1267485393,42,농산물+축산물+가공식품+의류+신발+가정용품+음식점+학원 병원,,,Y,Y,1996,,2024-07-22,B553077,소상공인시장진흥공단
원당시장,상설장,경기도 고양시 덕양구 호국로 790번길 17,경기도 고양시 덕양구 성사동 697-14,매일,37.6562810083,126.8372528222,68,농산물+축산물+수산물+가공식품+의류+신발+가정용품,,,N,Y,,031-963-0013,2024-07-22,B553077,소상공인시장진흥공단
능곡시장,상설장+5일장,경기도 고양시 덕양구 능곡로 12의 9,경기도 고양시 덕양구 토당동 347,2일+7일,37.6213508574,126.8207792379,41,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2000,031-973-3727,2024-07-22,B553077,소상공인시장진흥공단
일산시장,상설장,경기도 고양시 일산서구 일청로 12번길 9,경기도 고양시 일산서구 일산동 617-20,매일,37.6856225552,126.7708264060,88,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,https://ilsan38.modoo.at,Y,Y,,031-975-2232,2024-07-22,B553077,소상공인시장진흥공단
덕이동패션1번지,상설장,경기도 고양시 일산서구 덕이동 탄중로101번길 13,경기도 고양시 일산서구 덕이동 384-1,매일,37.6930205498,126.7557870036,45,의류+신발,,,Y,Y,2001,031-917-6669,2024-07-22,B553077,소상공인시장진흥공단
과천새서울프라자시장,상설장,경기도 과천시 별양상가 2로 20,경기도 과천시 별양동 1-18,매일,37.4268274913,126.9925561219,200,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2004,02-3679-1400,2024-07-22,B553077,소상공인시장진흥공단
제일쇼핑시장,상설장,경기도 과천시 별양상가 2로 14,경기도 과천시 별양동 1-13,매일,37.4273279433,126.9929981639,80,가공식품+의류+신발+가정용품+음식점+잡화,,http://jeilshopping.co.kr/,Y,Y,2005,,2024-07-22,B553077,소상공인시장진흥공단
광명새마을시장,상설장,경기도 광명시 광명로 831번지 4의1,경기도 광명시 광명동 342-12,매일,37.4736541247,126.8513996624,179,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,,,Y,Y,1986,02-2614-5292,2024-07-22,B553077,소상공인시장진흥공단
광명전통시장,상설장,경기도 광명시 광이로13번길 17-5,경기도 광명시 광명동 158-44,매일,37.4799481625,126.8561647462,315,농산물+축산물+수산물+가공식품+음식점,,,Y,Y,1972,02-2614-0006,2024-07-22,B553077,소상공인시장진흥공단
경안시장,상설장+5일장,경기도 광주시 경안로25번길 14-1,경기도 광주시 경안동 33-16,3일+8일,37.4088589128,127.2570300252,91,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2005,031-761-2800,2024-07-22,B553077,소상공인시장진흥공단
구리전통시장,상설장,경기도 구리시 검배로 6번길 31,경기도 구리시 수택동 417,매일,37.5995427963,127.1399041655,321,농산물+가공식품+의류+음식점,,www.gurisijang.kr,Y,Y,1977,031-568-8700,2024-07-22,B553077,소상공인시장진흥공단
군포역전시장,상설장,경기도 군포시 군포로538번길 18,경기도 군포시 당동 749,매일,37.3538692484,126.9476651383,60,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1970,031-455-3366,2024-07-22,B553077,소상공인시장진흥공단
산본시장,상설장,경기도 군포시 산본천로183번길 6 산본동,경기도 군포시 산본동 221-5,매일,37.3696753224,126.9381220593,220,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,http:산본전통시장.kr,Y,Y,1985,031-399-4248,2024-07-22,B553077,소상공인시장진흥공단
통진시장,상설장,경기도 김포시 서암로84번길 29,경기도 김포시 서암리 721-8,매일,37.90049319,127.0520524,78,농산물+가공식품+신발+가정용품+음식점,,www.tongjinmarket.or.kr,N,N,2012,031-990-0520,2024-07-22,B553077,소상공인시장진흥공단
양곡시장,상설장,경기도 김포시 양촌읍 양곡1로 42-2,경기도 김포시 양촌읍 양곡리 415-6,매일,37.6544635849,126.6238084786,70,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,2013,,2024-07-22,B553077,소상공인시장진흥공단
양곡오라니장터시장,상설장,경기도 김포시 양곡1로 54,경기도 김포시 양촌읍 양곡리 419-4 16호,매일,37.47916506,126.8057439,70,농산물+축산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2016,031-984-5906,2024-07-22,B553077,소상공인시장진흥공단
충주농산물종합시장(중앙청과시장),상설장,충청북도 충주시 목행산단7로 24,충청북도 충주시 목행동 526-29,매일,37.0039964509,127.9230837931,160,농산물+축산물+수산물+가공식품+가정용품+음식점+철물류,,,Y,Y,1995,043-853-3187,2024-07-22,B553077,소상공인시장진흥공단
목행시장,상설장+5일장,충청북도 충주시 행정9길 35,충청북도 충주시 목행동 600-15,3일+8일,37.0139511776,127.9173275783,116,농산물+축산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1982,043-851-9048,2024-07-22,B553077,소상공인시장진흥공단
무학시장,상설장,충청북도 충주시 무학1길 19,충청북도 충주시 봉방동 8-6,매일,36.9745983454,127.9272630656,179,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1970,043-848-2292,2024-07-22,B553077,소상공인시장진흥공단
관아골상가,상설장,충청북도 충주시 관아4길 8,충청북도 충주시 성내동 429,매일,36.9701222720,127.9351208555,104,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+수선,,,Y,Y,2000,,2024-07-22,B553077,소상공인시장진흥공단
중앙어울림시장,상설장,충청북도 충주시 예성로 168,충청북도 충주시 성서동 306,매일,36.9718931807,127.9336123309,41,농산물+가공식품+의류+신발+가정용품+음식점+수선,,,Y,Y,1969,043-847-3942,2024-07-22,B553077,소상공인시장진흥공단
"성서중심시장(성서시장,문화의거리 통합)",상설장,충청북도 충주시 성서8길 21,충청북도 충주시 성서동 178,매일,36.9713371529,127.9323954103,336,농산물+의류+신발+가정용품+음식점,,,Y,Y,1990,043-851-9261,2024-07-22,B553077,소상공인시장진흥공단
엄정내창시장,상설장+5일장,충청북도 충주시 엄정면 내창로 191-1,충청북도 충주시 엄정면 미내리 159-15,3일+8일,37.0863956600,127.9158811000,102,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1980,043-857-3627,2024-07-22,B553077,소상공인시장진흥공단
연수상가,상설장,충청북도 충주시 번영대로 125,충청북도 충주시 연수동 924,매일,36.9874658859,127.9315821249,200,농산물+축산물+수산물+가공식품+의류+신발+음식점,,,N,Y,1997,043-856-0027,2024-07-22,B553077,소상공인시장진흥공단
연원시장,상설장+5일장,충청북도 충주시 금곡로 31,충청북도 충주시 연수동 547-6,4일+9일,36.9892905126,127.9348029419,56,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+수산,,,Y,Y,1997,,2024-07-22,B553077,소상공인시장진흥공단
충주옹달샘시장,상설장,충청북도 충주시 지곡10길 35,충청북도 충주시 지현동 1076,매일,36.9646875048,127.9325050851,62,농산물+축산물+수산물+가공식품+가정용품+음식점,,,Y,Y,1970,043-855-9850,2024-07-22,B553077,소상공인시장진흥공단
충주자유시장,상설장+5일장,충청북도 충주시 충인6길 16,충청북도 충주시 충의동 192,5일+10일,36.9739312975,127.9306713227,410,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+수선,,,Y,Y,1970,043-848-3414,2024-07-22,B553077,소상공인시장진흥공단
송정매일시장,상설장,광주광역시 광산구 송정로 29번길 64,광주광역시 광산구 송정동 813-1,매일,35.1374494673,126.7968447353,46,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1982,062-944-3700,2024-07-22,B553077,소상공인시장진흥공단
1913송정역시장(송정역전매일시장),상설장,광주광역시 광산구 송정로 8번길 33,광주광역시 광산구 송정동 971-1,매일,35.1355635444,126.7915342678,73,농산물+축산물+수산물+가공식품+신발+음식점,,https://1913songjungmarket.modoo.at,Y,Y,1913,062-944-1914,2024-07-22,B553077,소상공인시장진흥공단
우산매일시장,상설장,광주광역시 광산구 우산로,광주광역시 광산구 우산동 1612- 1,매일,35.1621829495,126.8035258158,44,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1991,,2024-07-22,B553077,소상공인시장진흥공단
월곡시장,상설장,광주광역시 광산구 월곡 사암로 300,광주광역시 광산구 월곡동 687-3,매일,35.1712971674,126.8096478413,68,농산물+축산물+수산물+가공식품+음식점,,http://blog.naver.com/wgmarket,Y,Y,1998,062-951-6114,2024-07-22,B553077,소상공인시장진흥공단
대인시장,상설장,광주광역시 동구 제봉로194번길 10,광주광역시 동구 대인동 309-3,매일,35.1540780234,126.9172429698,289,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1976,062-223-3001,2024-07-22,B553077,소상공인시장진흥공단
산수시장,상설장,광주광역시 동구 필문대로192번길 17-1,광주광역시 동구 산수동 558-58,매일,35.1534867763,126.9297328397,80,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+금은방,,,Y,N,1974,,2024-07-22,B553077,소상공인시장진흥공단
남광주해뜨는시장,상설장,광주광역시 동구 제봉로17번길 13-6,광주광역시 동구 학동 55-57,매일,35.1389630627,126.9212521862,50,농산물+축산물+수산물,,,Y,Y,1975,062-226-9051,2024-07-22,B553077,소상공인시장진흥공단
남광주시장,상설장,광주광역시 동구 제봉로17번길 18-6,광주광역시 동구 학동 84-23,매일,35.1392996140,126.9208104205,225,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1975,062-226-1101,2024-07-22,B553077,소상공인시장진흥공단
두암시장,상설장,광주광역시 북구 금녕길 23,광주광역시 북구 두암동 856-5,매일,35.1715782046,126.9293897163,27,농산물+축산물+수산물+가공식품,,,Y,Y,1981,062-262-5730,2024-07-22,B553077,소상공인시장진흥공단
운암시장,상설장,광주광역시 북구 대자로 87,광주광역시 북구 운암동 94-7,매일,35.1733734138,126.8820035832,64,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1981,062-527-1719,2024-07-22,B553077,소상공인시장진흥공단
동부시장,상설장,광주광역시 북구 중문로9번길 39,광주광역시 북구 중흥동 272-6,매일,35.1738859309,126.9163370107,35,농산물+가공식품+음식점+배달업체 학원,,,Y,Y,1981,,2024-07-22,B553077,소상공인시장진흥공단
중흥시장,상설장,광주광역시 북구 중흥로 154,광주광역시 북구 중흥동 684,매일,35.1616123726,126.9108539264,49,농산물+축산물+수산물+가공식품+잡화(기계),,,N,N,1977,062-515-8504,2024-07-22,B553077,소상공인시장진흥공단
광주양동시장,상설장,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,매일,35.1539074723,126.9025577296,115,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1969,,2024-07-22,B553077,소상공인시장진흥공단
양동닭전길시장,상설장,광주광역시 서구 천변좌로 262번길 4,광주광역시 서구 양동 5-56,매일,35.1528186056,126.9039960628,157,농산물+축산물+의류+신발+가정용품+음식점+제분소,,,Y,Y,2005,062-363-4228,2024-07-22,B553077,소상공인시장진흥공단
양동건어물시장,상설장,광주광역시 서구 천변좌로 254번길 6,광주광역시 서구 양동 5-160,매일,35.1531682547,126.9033302496,64,가공식품+이불 약초,,http://yangdongdriedfish.modoo.at,Y,Y,2006,062-364-5040,2024-07-22,B553077,소상공인시장진흥공단
제천고추시장,상설장,충청북도 제천시 바이오밸리로 212,충청북도 제천시 신월동 1138-1번지 일원,매일,37.1564343676,128.1750459411,56,농산물,,,Y,Y,2003,043-646-9856,2024-07-22,B553077,소상공인시장진흥공단
제천중앙시장,상설장,충청북도 제천시 풍양로 108,충청북도 제천시 중앙로1가 77,매일,37.1366275300,128.2113000000,683,의류+가정용품,,,Y,Y,2005,043-647-2047,2024-07-22,B553077,소상공인시장진흥공단
내토전통시장,상설장,충청북도 제천시 용두천로 11길 5,충청북도 제천시 중앙로1가 34-1,매일,37.1373544600,128.2124103000,57,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,http://sneato.mf24.net/,Y,Y,2007,043-651-0053,2024-07-22,B553077,소상공인시장진흥공단
동문전통시장,상설장,충청북도 제천시 용두천로 125,충청북도 제천시 중앙로2가 117-1,매일,37.1385120200,128.2135250000,51,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,N,Y,2007,043-646-5255,2024-07-22,B553077,소상공인시장진흥공단
제천약초시장,상설장,충청북도 제천시 원화산로 121,충청북도 제천시 화산동 987,매일,37.1278890600,128.2195912000,61,농산물,,,Y,Y,2005,043-646-0109,2024-07-22,B553077,소상공인시장진흥공단
제천역전한마음시장,상설장+5일장,충청북도 제천시 내토로 28길 12,충청북도 제천시 화산동 207-3,3일+8일,37.1289822510,128.2064464174,62,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2005,043-645-2724,2024-07-22,B553077,소상공인시장진흥공단
